Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Segment,Customer_Type,Division,District,Purchase_Frequency_Monthly,Customer_Lifetime_Value_BDT
CUST-BD-03342,Rahela Banik,32,Female,Moderate-Spender,Regular,Rangpur,Dinajpur,11,44704.08
CUST-BD-00332,Rakib Rahman,24,Male,Low-Engagement,Regular,Khulna,Khulna,12,13437.17
CUST-BD-02926,Popy Banik,38,Female,Low-Engagement,Regular,Sylhet,Habiganj,17,15963.15
CUST-BD-02871,Belal Biswas,27,Male,High-Value,Regular,Mymensingh,Mymensingh,18,195934.71
CUST-BD-04811,Shamima Dey,44,Female,VIP-Platinum,Regular,Rangpur,Rangpur,11,1853874.17
CUST-BD-03811,Jamal Sikder,23,Male,High-Value,Loyal,Khulna,Satkhira,24,251812.22
CUST-BD-01863,Sumaiya Khan,44,Female,Moderate-Spender,New,Khulna,Satkhira,17,22934.33
CUST-BD-01035,Siam Saha,29,Male,Moderate-Spender,Regular,Mymensingh,Netrokona,3,36260.28
CUST-BD-04916,Laboni Bhuiyan,37,Female,High-Value,New,Dhaka,Dhaka,11,428677.3
CUST-BD-01229,Rahela Paul,46,Female,Moderate-Spender,Loyal,Chittagong,Feni,9,21707.43
CUST-BD-01922,Popy Paul,43,Female,Moderate-Spender,Loyal,Dhaka,Narsingdi,6,64502.97
CUST-BD-02343,Lamiya Majumder,40,Female,High-Value,Loyal,Mymensingh,Mymensingh,3,299919.76
CUST-BD-03067,Laboni Nath,56,Female,High-Value,New,Mymensingh,Sherpur,2,139288.79
CUST-BD-03779,Muntasir Das,18,Male,Low-Engagement,Regular,Chittagong,Comilla,7,13463.32
CUST-BD-01238,Belal Talukder,28,Male,High-Value,New,Rangpur,Gaibandha,13,173603.1
CUST-BD-01563,Hasan Paul,18,Male,Moderate-Spender,New,Khulna,Satkhira,10,10753.83
CUST-BD-00061,Shamima Chowdhury,29,Female,Moderate-Spender,Regular,Khulna,Chuadanga,15,43921.79
CUST-BD-03131,Muntasir Talukder,33,Male,Moderate-Spender,Churned-Risk,Chittagong,Feni,4,19639.51
CUST-BD-04913,Nadia Islam,44,Female,Moderate-Spender,Churned-Risk,Rajshahi,Rajshahi,18,36539.81
CUST-BD-02496,Naim Khan,44,Male,High-Value,Regular,Khulna,Khulna,5,479638.17
CUST-BD-02396,Muntasir Mondal,18,Male,Low-Engagement,New,Barisal,Patuakhali,7,15211.92
CUST-BD-01167,Kamrul Das,51,Male,Moderate-Spender,New,Chittagong,Chittagong,5,49842.82
CUST-BD-01620,Rupa Bhuiyan,48,Female,Low-Engagement,Regular,Rangpur,Kurigram,16,6283.65
CUST-BD-03511,Rahim Sikder,49,Male,Low-Engagement,Loyal,Rajshahi,Natore,2,18707.96
CUST-BD-04452,Riya Nath,29,Female,Moderate-Spender,New,Khulna,Bagerhat,17,30179.14
CUST-BD-02944,Bristy Ahmed,32,Female,VIP-Platinum,New,Rajshahi,Bogura,2,791545.82
CUST-BD-04290,Nusrat Ghosh,42,Female,Low-Engagement,New,Sylhet,Sunamganj,4,19153.26
CUST-BD-02465,Zubayer Islam,45,Male,Low-Engagement,New,Sylhet,Sylhet,12,9460.6
CUST-BD-04782,Mahabub Banik,38,Male,Low-Engagement,Regular,Rajshahi,Sirajganj,8,15223.87
CUST-BD-02795,Mithila Bhuiyan,34,Female,Moderate-Spender,New,Sylhet,Habiganj,13,26805.11
CUST-BD-00985,Mitu Chowdhury,34,Female,Moderate-Spender,Regular,Rangpur,Gaibandha,13,66315.31
CUST-BD-01659,Mou Rahman,22,Female,Moderate-Spender,Regular,Khulna,Khulna,22,73935.01
CUST-BD-01193,Rahela Majumder,27,Female,High-Value,Regular,Dhaka,Narsingdi,12,398392.49
CUST-BD-04123,Mitu Nath,46,Female,Moderate-Spender,New,Mymensingh,Sherpur,12,24159.62
CUST-BD-03915,Rupa Islam,18,Female,Moderate-Spender,Loyal,Chittagong,Noakhali,4,66449.55
CUST-BD-04189,Belal Bhuiyan,30,Male,Moderate-Spender,New,Barisal,Bhola,9,15107.15
CUST-BD-04769,Zubayer Nath,47,Male,Low-Engagement,New,Rangpur,Rangpur,2,18867.04
CUST-BD-00582,Hussain Molla,30,Male,Low-Engagement,Regular,Dhaka,Dhaka,18,7754.84
CUST-BD-04911,Naim Das,28,Male,VIP-Platinum,Churned-Risk,Barisal,Patuakhali,6,212842.21
CUST-BD-03154,Shayla Sheikh,30,Female,Moderate-Spender,Loyal,Chittagong,Comilla,19,11105.98
CUST-BD-03436,Fatema Saha,45,Female,Moderate-Spender,Reactivated,Sylhet,Habiganj,18,33311.49
CUST-BD-01387,Rupa Saha,50,Female,Moderate-Spender,Loyal,Chittagong,Chittagong,19,49261.98
CUST-BD-00510,Puja Saha,25,Female,Moderate-Spender,Churned-Risk,Rangpur,Gaibandha,16,67206.57
CUST-BD-00278,Nusrat Paul,27,Female,High-Value,Loyal,Rangpur,Dinajpur,5,98157.39
CUST-BD-00565,Puja Das,49,Female,Low-Engagement,Regular,Rajshahi,Rajshahi,9,9395.35
CUST-BD-00456,Toma Biswas,25,Female,Moderate-Spender,Reactivated,Dhaka,Narsingdi,13,25589.46
CUST-BD-03488,Jamal Rahman,42,Male,Moderate-Spender,New,Khulna,Satkhira,19,37528.92
CUST-BD-00322,Meghla Begum,42,Female,Low-Engagement,Loyal,Rangpur,Dinajpur,7,12706.87
CUST-BD-00817,Riya Ahmed,38,Female,Moderate-Spender,Reactivated,Rangpur,Lalmonirhat,16,37321.06
CUST-BD-03953,Sazzad Roy,61,Male,VIP-Platinum,Loyal,Rajshahi,Sirajganj,16,1200036.0
CUST-BD-04833,Rupa Islam,42,Female,High-Value,Regular,Dhaka,Gazipur,14,86932.06
CUST-BD-01772,Mou Dey,55,Female,High-Value,New,Rangpur,Dinajpur,2,67971.82
CUST-BD-02540,Naim Mia,35,Male,Low-Engagement,Regular,Rajshahi,Sirajganj,12,6919.89
CUST-BD-03186,Munni Mia,50,Female,Low-Engagement,Regular,Rajshahi,Rajshahi,16,1537.83
CUST-BD-02678,Shamima Mondal,18,Female,Low-Engagement,Regular,Chittagong,Feni,19,14796.15
CUST-BD-03204,Hussain Mondal,50,Male,Moderate-Spender,Regular,Rajshahi,Natore,11,54248.23
CUST-BD-04900,Mithila Roy,42,Female,Moderate-Spender,Regular,Mymensingh,Jamalpur,8,14417.77
CUST-BD-03656,Karim Chowdhury,39,Male,Moderate-Spender,Loyal,Rajshahi,Natore,22,60622.24
CUST-BD-00912,Milon Ahmed,37,Male,Moderate-Spender,Regular,Sylhet,Sunamganj,11,46376.67
CUST-BD-04442,Jahangir Khan,37,Male,Moderate-Spender,Regular,Rangpur,Kurigram,16,38368.28
CUST-BD-03831,Sadia Mondal,32,Female,High-Value,Regular,Khulna,Satkhira,15,415433.34
CUST-BD-03238,Popy Banik,19,Female,Moderate-Spender,Regular,Chittagong,Feni,1,59019.61
CUST-BD-04153,Shahid Akter,36,Male,Low-Engagement,Regular,Khulna,Bagerhat,5,12836.69
CUST-BD-03053,Munni Banik,31,Female,Low-Engagement,Loyal,Rangpur,Lalmonirhat,23,11015.19
CUST-BD-03446,Tania Biswas,21,Female,Moderate-Spender,Loyal,Chittagong,Chittagong,14,70791.06
CUST-BD-03712,Milon Das,19,Male,High-Value,Loyal,Khulna,Satkhira,24,265332.66
CUST-BD-02696,Kamrul Ghosh,52,Male,Low-Engagement,Regular,Chittagong,Chandpur,6,19908.73
CUST-BD-00870,Belal Banik,59,Male,High-Value,Regular,Rangpur,Kurigram,5,178221.15
CUST-BD-00519,Bristy Islam,36,Female,Low-Engagement,Loyal,Sylhet,Sunamganj,18,18130.56
CUST-BD-03865,Jamal Das,30,Male,Moderate-Spender,Regular,Khulna,Chuadanga,22,24967.9
CUST-BD-01159,Hussain Akter,46,Male,High-Value,Regular,Khulna,Jessore,13,90701.16
CUST-BD-00566,Muntasir Hossain,30,Male,Moderate-Spender,New,Sylhet,Habiganj,23,30073.36
CUST-BD-04654,Nadia Ghosh,42,Female,Moderate-Spender,Regular,Sylhet,Sunamganj,2,39311.5
CUST-BD-02436,Anwar Talukder,30,Male,Moderate-Spender,Regular,Chittagong,Cox's Bazar,7,30122.89
CUST-BD-03867,Popy Sikder,38,Female,Moderate-Spender,Reactivated,Dhaka,Munshiganj,5,40965.56
CUST-BD-01362,Anwar Majumder,41,Male,VIP-Platinum,Loyal,Chittagong,Comilla,8,1646553.95
CUST-BD-00382,Riya Molla,27,Female,Low-Engagement,Churned-Risk,Barisal,Barisal,5,1416.35
CUST-BD-03969,Munni Hossain,59,Female,VIP-Platinum,New,Barisal,Patuakhali,18,1593973.58
CUST-BD-00325,Mitu Bhuiyan,22,Female,Low-Engagement,New,Sylhet,Moulvibazar,8,3778.63
CUST-BD-00963,Jannatul Rahman,37,Female,Moderate-Spender,Loyal,Chittagong,Chittagong,19,10860.2
CUST-BD-04524,Lamiya Banik,59,Female,VIP-Platinum,Regular,Rangpur,Dinajpur,1,898417.34
CUST-BD-03878,Siam Banik,37,Male,Moderate-Spender,Regular,Rangpur,Gaibandha,6,37529.69
CUST-BD-04107,Rifat Bhuiyan,31,Male,Moderate-Spender,Loyal,Rajshahi,Bogura,19,74429.8
CUST-BD-01259,Mithila Akter,26,Female,Low-Engagement,Loyal,Sylhet,Habiganj,11,13947.41
CUST-BD-00627,Mamun Das,23,Male,High-Value,Loyal,Sylhet,Sylhet,14,394445.76
CUST-BD-00283,Rahela Akter,54,Female,Moderate-Spender,Churned-Risk,Khulna,Chuadanga,11,49445.69
CUST-BD-00622,Shamima Khan,40,Female,Low-Engagement,Churned-Risk,Dhaka,Narsingdi,11,19033.21
CUST-BD-03893,Jahangir Sheikh,25,Male,Low-Engagement,Regular,Mymensingh,Mymensingh,16,10531.66
CUST-BD-02859,Jamal Khan,49,Male,Moderate-Spender,Churned-Risk,Dhaka,Munshiganj,8,43529.07
CUST-BD-02681,Laboni Roy,43,Female,Moderate-Spender,Regular,Rangpur,Kurigram,21,15764.81
CUST-BD-00881,Bristy Talukder,65,Female,Low-Engagement,Reactivated,Mymensingh,Netrokona,23,12751.49
CUST-BD-04370,Meghla Hawlader,37,Female,Moderate-Spender,Regular,Khulna,Bagerhat,22,34759.49
CUST-BD-04297,Sumaiya Akter,22,Female,Moderate-Spender,Churned-Risk,Rajshahi,Sirajganj,9,43089.67
CUST-BD-02156,Shahid Banik,27,Male,Moderate-Spender,Regular,Rajshahi,Rajshahi,7,27845.09
CUST-BD-01595,Jamal Nath,18,Male,VIP-Platinum,New,Barisal,Barisal,3,1594317.66
CUST-BD-00986,Sazzad Bhuiyan,21,Male,High-Value,Regular,Chittagong,Comilla,17,455664.13
CUST-BD-04877,Hussain Das,18,Male,Low-Engagement,Regular,Chittagong,Chandpur,16,15877.3
CUST-BD-01869,Rafi Begum,21,Male,High-Value,New,Chittagong,Chandpur,24,415511.7
CUST-BD-03692,Mahabub Nath,45,Male,Low-Engagement,Loyal,Rangpur,Lalmonirhat,15,15657.48
CUST-BD-01500,Nadia Chowdhury,42,Female,Moderate-Spender,Regular,Mymensingh,Netrokona,18,76600.5
CUST-BD-04259,Rupa Ahmed,33,Female,Low-Engagement,Churned-Risk,Chittagong,Chandpur,22,10061.56
CUST-BD-00739,Mitu Mia,54,Female,Moderate-Spender,Loyal,Barisal,Patuakhali,4,64528.27
CUST-BD-03200,Jahangir Bhuiyan,40,Male,High-Value,Regular,Rajshahi,Sirajganj,8,464415.44
CUST-BD-03697,Anika Sikder,28,Female,Moderate-Spender,Regular,Rajshahi,Pabna,19,20175.0
CUST-BD-00681,Farhan Ghosh,43,Male,Low-Engagement,Churned-Risk,Dhaka,Narayanganj,10,13556.75
CUST-BD-01864,Hasan Akter,18,Male,Moderate-Spender,New,Khulna,Satkhira,19,32281.82
CUST-BD-02995,Arif Mia,23,Male,Moderate-Spender,Churned-Risk,Dhaka,Narsingdi,24,29738.89
CUST-BD-02349,Rahela Khan,43,Female,Low-Engagement,Churned-Risk,Khulna,Bagerhat,21,15312.0
CUST-BD-03463,Popy Sheikh,36,Female,High-Value,Churned-Risk,Khulna,Jessore,21,452447.21
CUST-BD-02513,Naim Khan,41,Male,Low-Engagement,Regular,Barisal,Bhola,16,2793.09
CUST-BD-04491,Sabbir Saha,39,Male,Moderate-Spender,Regular,Chittagong,Noakhali,7,51917.28
CUST-BD-01014,Jahangir Paul,26,Male,Low-Engagement,Regular,Mymensingh,Mymensingh,21,16893.52
CUST-BD-01745,Hussain Sikder,23,Male,Low-Engagement,Loyal,Chittagong,Chittagong,20,4124.23
CUST-BD-01777,Noman Dey,27,Male,Low-Engagement,Regular,Dhaka,Narayanganj,20,13752.07
CUST-BD-04705,Riya Begum,41,Female,Low-Engagement,Reactivated,Mymensingh,Netrokona,16,2435.57
CUST-BD-02145,Puja Roy,32,Female,VIP-Platinum,New,Chittagong,Cox's Bazar,1,1240111.23
CUST-BD-03796,Meghla Das,31,Female,Moderate-Spender,Regular,Barisal,Bhola,1,57219.7
CUST-BD-00626,Munni Ghosh,28,Female,VIP-Platinum,Reactivated,Sylhet,Moulvibazar,24,771493.18
CUST-BD-00712,Rakib Akter,33,Male,Moderate-Spender,Regular,Dhaka,Gazipur,15,76892.4
CUST-BD-01909,Rafi Bhuiyan,20,Male,Moderate-Spender,Regular,Sylhet,Moulvibazar,7,13081.3
CUST-BD-03938,Rafi Das,19,Male,Moderate-Spender,Regular,Dhaka,Gazipur,13,40896.65
CUST-BD-04305,Meghla Ghosh,19,Female,High-Value,Loyal,Dhaka,Gazipur,7,462593.02
CUST-BD-01987,Kaniz Majumder,43,Female,Low-Engagement,Regular,Chittagong,Cox's Bazar,16,18195.81
CUST-BD-03157,Muntasir Mia,20,Male,Low-Engagement,Regular,Sylhet,Moulvibazar,13,2861.05
CUST-BD-01816,Noman Dey,24,Male,Low-Engagement,Loyal,Barisal,Pirojpur,11,15107.95
CUST-BD-04356,Kamrul Mia,43,Male,Moderate-Spender,Churned-Risk,Chittagong,Cox's Bazar,21,71929.16
CUST-BD-04765,Milon Mondal,23,Male,Low-Engagement,New,Rajshahi,Pabna,8,4907.77
CUST-BD-02347,Mou Roy,29,Female,High-Value,Regular,Chittagong,Chittagong,23,185566.02
CUST-BD-03941,Belal Hawlader,39,Male,Low-Engagement,Regular,Barisal,Patuakhali,23,2951.74
CUST-BD-01902,Arif Begum,30,Male,Moderate-Spender,Loyal,Rangpur,Rangpur,3,15937.91
CUST-BD-00045,Jannatul Ahmed,18,Female,Low-Engagement,Regular,Rajshahi,Pabna,13,4024.76
CUST-BD-04194,Milon Saha,18,Male,VIP-Platinum,Regular,Dhaka,Gazipur,5,316793.93
CUST-BD-03649,Meghla Talukder,44,Female,High-Value,Regular,Khulna,Satkhira,19,471658.02
CUST-BD-04576,Hasan Begum,32,Male,Low-Engagement,Loyal,Dhaka,Narsingdi,4,12483.27
CUST-BD-03004,Shamima Dey,57,Female,High-Value,Regular,Sylhet,Sylhet,6,211632.17
CUST-BD-04565,Jannatul Hossain,44,Female,Moderate-Spender,Regular,Mymensingh,Mymensingh,12,50551.36
CUST-BD-03288,Popy Ahmed,32,Female,Moderate-Spender,Loyal,Sylhet,Moulvibazar,19,47662.59
CUST-BD-02834,Anwar Ghosh,31,Male,High-Value,Loyal,Barisal,Barisal,8,293250.8
CUST-BD-03383,Popy Sarkar,37,Female,Low-Engagement,Regular,Sylhet,Habiganj,13,16390.23
CUST-BD-01247,Tanvir Begum,35,Male,High-Value,Regular,Rangpur,Dinajpur,19,269440.51
CUST-BD-02112,Sadia Biswas,33,Female,High-Value,Loyal,Rangpur,Gaibandha,18,425788.97
CUST-BD-03988,Meghla Sikder,28,Female,VIP-Platinum,Loyal,Barisal,Bhola,8,1715526.73
CUST-BD-03453,Popy Saha,33,Female,High-Value,New,Rangpur,Kurigram,22,324186.98
CUST-BD-01110,Rifat Paul,57,Male,Low-Engagement,Regular,Rajshahi,Pabna,2,18653.07
CUST-BD-01098,Rahela Akter,18,Female,Low-Engagement,Churned-Risk,Khulna,Chuadanga,11,2882.26
CUST-BD-03819,Belal Sarkar,30,Male,High-Value,Regular,Barisal,Bhola,16,127607.85
CUST-BD-02803,Rafi Roy,39,Male,Moderate-Spender,New,Rangpur,Dinajpur,15,73952.77
CUST-BD-02153,Laboni Biswas,35,Female,Low-Engagement,Loyal,Chittagong,Feni,7,9329.38
CUST-BD-01918,Sabrina Chowdhury,27,Female,Low-Engagement,Regular,Barisal,Barisal,17,7867.87
CUST-BD-04642,Tania Khan,36,Female,Moderate-Spender,Regular,Rajshahi,Natore,24,50882.24
CUST-BD-00767,Muntasir Paul,34,Male,VIP-Platinum,Churned-Risk,Sylhet,Sylhet,11,1946270.29
CUST-BD-01882,Tania Bhuiyan,54,Female,Moderate-Spender,Loyal,Mymensingh,Jamalpur,16,58190.16
CUST-BD-01795,Rafi Sheikh,37,Male,VIP-Platinum,New,Khulna,Bagerhat,13,1152007.49
CUST-BD-02674,Riya Chowdhury,28,Female,Moderate-Spender,Regular,Rajshahi,Natore,15,67674.03
CUST-BD-02640,Hussain Das,39,Male,Low-Engagement,New,Barisal,Patuakhali,9,14728.4
CUST-BD-03322,Munni Chowdhury,24,Female,Low-Engagement,New,Rangpur,Kurigram,17,1148.7
CUST-BD-02712,Hasan Roy,53,Male,High-Value,New,Sylhet,Sylhet,2,158048.48
CUST-BD-00297,Toma Saha,45,Female,High-Value,Regular,Barisal,Bhola,19,380693.46
CUST-BD-01660,Nusrat Mia,48,Female,Low-Engagement,Churned-Risk,Dhaka,Narayanganj,3,16318.31
CUST-BD-04566,Tasnim Saha,28,Female,Low-Engagement,Regular,Khulna,Jessore,2,12190.11
CUST-BD-01117,Tania Ahmed,63,Female,Low-Engagement,New,Rajshahi,Sirajganj,14,19234.28
CUST-BD-01797,Nasreen Sarkar,31,Female,High-Value,New,Chittagong,Noakhali,4,497621.57
CUST-BD-00891,Popy Akter,44,Female,Low-Engagement,Loyal,Barisal,Pirojpur,20,16195.35
CUST-BD-03816,Farhan Islam,18,Male,Low-Engagement,Loyal,Chittagong,Noakhali,22,17440.79
CUST-BD-04012,Rakib Paul,18,Male,Low-Engagement,Loyal,Khulna,Bagerhat,7,11087.25
CUST-BD-00156,Jamal Mondal,26,Male,Moderate-Spender,Loyal,Rangpur,Rangpur,19,42182.8
CUST-BD-02856,Anika Paul,28,Female,Moderate-Spender,Regular,Dhaka,Manikganj,3,62426.29
CUST-BD-04980,Arif Dey,18,Male,Low-Engagement,Loyal,Dhaka,Munshiganj,21,11552.71
CUST-BD-02194,Naim Ghosh,18,Male,Low-Engagement,Regular,Mymensingh,Jamalpur,20,10558.87
CUST-BD-03284,Muntasir Bhuiyan,45,Male,Moderate-Spender,Regular,Khulna,Bagerhat,3,64071.22
CUST-BD-03516,Rahela Paul,40,Female,Moderate-Spender,Loyal,Barisal,Bhola,24,51289.78
CUST-BD-00150,Shafiq Sarkar,38,Male,Low-Engagement,Regular,Rangpur,Kurigram,24,7477.02
CUST-BD-00816,Lamiya Chowdhury,18,Female,High-Value,Loyal,Rangpur,Lalmonirhat,1,281641.92
CUST-BD-01102,Sumaiya Sarkar,18,Female,Moderate-Spender,Regular,Rajshahi,Pabna,14,54494.47
CUST-BD-01246,Jamal Saha,20,Male,Moderate-Spender,Loyal,Rajshahi,Bogura,2,58647.55
CUST-BD-03212,Belal Rahman,20,Male,Moderate-Spender,Loyal,Rajshahi,Pabna,14,55559.53
CUST-BD-02747,Noman Mondal,37,Male,Moderate-Spender,New,Dhaka,Munshiganj,3,68585.85
CUST-BD-00208,Belal Ghosh,41,Male,Moderate-Spender,Loyal,Barisal,Patuakhali,21,71457.21
CUST-BD-01712,Anwar Dey,33,Male,Low-Engagement,Churned-Risk,Dhaka,Gazipur,6,9456.15
CUST-BD-04632,Kaniz Hossain,28,Female,High-Value,Regular,Dhaka,Gazipur,14,337412.29
CUST-BD-04200,Riya Chowdhury,41,Female,High-Value,Regular,Rangpur,Gaibandha,22,401661.32
CUST-BD-00516,Nasreen Das,44,Female,VIP-Platinum,Regular,Mymensingh,Sherpur,20,507020.21
CUST-BD-03325,Sohel Islam,48,Male,Low-Engagement,New,Rajshahi,Bogura,14,5663.92
CUST-BD-03441,Nasreen Ahmed,36,Female,Low-Engagement,Loyal,Barisal,Pirojpur,16,4299.94
CUST-BD-02878,Kamrul Mia,26,Male,Moderate-Spender,New,Barisal,Bhola,8,54977.31
CUST-BD-01905,Sadia Hawlader,33,Female,Moderate-Spender,Loyal,Dhaka,Narayanganj,18,38407.13
CUST-BD-00324,Meghla Das,60,Female,VIP-Platinum,Regular,Chittagong,Cox's Bazar,2,1932989.59
CUST-BD-02915,Rakib Islam,43,Male,Low-Engagement,Regular,Sylhet,Moulvibazar,2,17204.73
CUST-BD-01572,Belal Mia,19,Male,Moderate-Spender,Loyal,Chittagong,Noakhali,12,16643.95
CUST-BD-00469,Muntasir Saha,28,Male,Moderate-Spender,Loyal,Barisal,Barisal,19,63254.25
CUST-BD-02941,Naim Dey,46,Male,Low-Engagement,Regular,Chittagong,Feni,19,3635.2
CUST-BD-03622,Kaniz Majumder,39,Female,VIP-Platinum,Loyal,Barisal,Patuakhali,12,281352.03
CUST-BD-04337,Noman Nath,18,Male,Low-Engagement,Churned-Risk,Rangpur,Dinajpur,10,6011.0
CUST-BD-00448,Mitu Akter,23,Female,Moderate-Spender,Regular,Khulna,Khulna,4,36083.55
CUST-BD-01728,Jahangir Mondal,44,Male,Moderate-Spender,Regular,Sylhet,Moulvibazar,16,57880.75
CUST-BD-00718,Imran Islam,36,Male,Moderate-Spender,Churned-Risk,Barisal,Bhola,21,57728.5
CUST-BD-00093,Rupa Das,26,Female,High-Value,Regular,Khulna,Chuadanga,4,347532.37
CUST-BD-03961,Mou Sarkar,26,Female,Moderate-Spender,Reactivated,Chittagong,Chittagong,14,77661.07
CUST-BD-03632,Mamun Dey,27,Male,VIP-Platinum,Regular,Rajshahi,Rajshahi,1,1481175.68
CUST-BD-00044,Rahim Akter,31,Male,Low-Engagement,Regular,Sylhet,Moulvibazar,24,17746.91
CUST-BD-00544,Laboni Paul,52,Female,Moderate-Spender,Regular,Khulna,Bagerhat,9,22801.03
CUST-BD-01630,Sumaiya Das,45,Female,Moderate-Spender,New,Barisal,Barisal,17,17795.61
CUST-BD-02392,Rakib Ghosh,23,Male,High-Value,Loyal,Dhaka,Gazipur,7,123392.82
CUST-BD-00105,Tasnim Mia,33,Female,VIP-Platinum,Regular,Khulna,Bagerhat,15,1702503.1
CUST-BD-01923,Rakib Bhuiyan,22,Male,High-Value,Regular,Dhaka,Dhaka,17,439363.1
CUST-BD-02874,Lamiya Sarkar,27,Female,Moderate-Spender,Regular,Rajshahi,Sirajganj,1,60794.05
CUST-BD-04072,Munni Sheikh,26,Female,Low-Engagement,Loyal,Barisal,Pirojpur,1,10545.9
CUST-BD-01632,Hasan Mia,24,Male,High-Value,New,Dhaka,Manikganj,21,395912.94
CUST-BD-03382,Jamal Ahmed,49,Male,Moderate-Spender,Loyal,Barisal,Patuakhali,19,66357.28
CUST-BD-03181,Sazzad Sarkar,46,Male,Moderate-Spender,Loyal,Khulna,Bagerhat,13,77299.03
CUST-BD-00187,Karim Banik,40,Male,Moderate-Spender,Regular,Dhaka,Manikganj,13,71133.2
CUST-BD-00794,Sumaiya Ahmed,19,Female,VIP-Platinum,Regular,Sylhet,Moulvibazar,19,1108836.61
CUST-BD-04516,Sabrina Molla,24,Female,Moderate-Spender,Loyal,Barisal,Barisal,1,62003.26
CUST-BD-00038,Sohel Molla,18,Male,Moderate-Spender,Churned-Risk,Sylhet,Habiganj,11,29722.94
CUST-BD-02490,Rakib Ahmed,18,Male,Moderate-Spender,Regular,Mymensingh,Sherpur,8,10974.72
CUST-BD-02317,Bristy Biswas,45,Female,High-Value,Regular,Rajshahi,Sirajganj,15,457671.62
CUST-BD-04564,Rakib Paul,37,Male,VIP-Platinum,Regular,Mymensingh,Jamalpur,8,731428.56
CUST-BD-02052,Karim Islam,24,Male,Low-Engagement,Regular,Dhaka,Narsingdi,9,4580.37
CUST-BD-00763,Mithila Nath,65,Female,Low-Engagement,New,Barisal,Bhola,6,9662.6
CUST-BD-03400,Muntasir Khan,30,Male,Moderate-Spender,Loyal,Barisal,Barisal,19,23147.97
CUST-BD-02282,Lamiya Mia,26,Female,Low-Engagement,Churned-Risk,Rajshahi,Rajshahi,22,9603.3
CUST-BD-03341,Shayla Biswas,43,Female,Moderate-Spender,Regular,Dhaka,Gazipur,2,27153.39
CUST-BD-03682,Muntasir Dey,30,Male,Moderate-Spender,Regular,Khulna,Jessore,12,25745.48
CUST-BD-03249,Liton Islam,37,Male,Moderate-Spender,Regular,Rajshahi,Sirajganj,22,70161.6
CUST-BD-04577,Nusrat Begum,20,Female,VIP-Platinum,Regular,Chittagong,Noakhali,1,594263.22
CUST-BD-00835,Lamiya Saha,34,Female,Low-Engagement,New,Barisal,Barisal,22,7013.31
CUST-BD-03987,Nasreen Dey,41,Female,Moderate-Spender,Loyal,Rangpur,Kurigram,21,53331.43
CUST-BD-02739,Tasnim Khan,53,Female,Moderate-Spender,Churned-Risk,Rangpur,Lalmonirhat,21,33324.39
CUST-BD-02221,Karim Talukder,30,Male,Low-Engagement,Loyal,Sylhet,Sunamganj,23,12304.25
CUST-BD-00930,Shayla Akter,34,Female,Moderate-Spender,New,Chittagong,Noakhali,9,21770.92
CUST-BD-00571,Tasnim Begum,35,Female,High-Value,Regular,Mymensingh,Netrokona,11,365212.67
CUST-BD-00248,Siam Talukder,27,Male,Moderate-Spender,New,Sylhet,Sunamganj,14,62341.44
CUST-BD-04167,Mamun Paul,31,Male,High-Value,Regular,Dhaka,Narayanganj,21,73238.51
CUST-BD-01904,Bristy Bhuiyan,39,Female,Low-Engagement,New,Rajshahi,Sirajganj,15,9072.84
CUST-BD-04508,Rupa Roy,38,Female,High-Value,New,Rajshahi,Pabna,15,278261.27
CUST-BD-01580,Mitu Hossain,25,Female,Moderate-Spender,Regular,Barisal,Patuakhali,4,77151.58
CUST-BD-01640,Toma Roy,22,Female,Moderate-Spender,Regular,Sylhet,Sunamganj,10,17605.51
CUST-BD-00903,Belal Islam,35,Male,High-Value,Regular,Sylhet,Sunamganj,22,77660.75
CUST-BD-00182,Shayla Hawlader,24,Female,Low-Engagement,New,Khulna,Bagerhat,23,14225.37
CUST-BD-00181,Rahim Mondal,42,Male,Moderate-Spender,Regular,Rangpur,Rangpur,4,36243.89
CUST-BD-02798,Sohel Mia,18,Male,Moderate-Spender,Regular,Dhaka,Dhaka,6,39629.59
CUST-BD-04034,Jannatul Sarkar,18,Female,Low-Engagement,Regular,Sylhet,Habiganj,2,6474.03
CUST-BD-04509,Muntasir Nath,42,Male,High-Value,Regular,Khulna,Chuadanga,3,493863.77
CUST-BD-02308,Munni Sarkar,32,Female,High-Value,Regular,Mymensingh,Netrokona,4,153101.83
CUST-BD-01131,Sazzad Sikder,38,Male,Low-Engagement,Churned-Risk,Chittagong,Noakhali,16,12761.2
CUST-BD-03861,Toma Talukder,29,Female,Low-Engagement,Regular,Barisal,Pirojpur,7,15795.21
CUST-BD-04415,Fatema Akter,37,Female,Low-Engagement,Loyal,Rangpur,Dinajpur,11,19108.61
CUST-BD-03963,Kaniz Mia,35,Female,Moderate-Spender,New,Dhaka,Gazipur,13,49137.78
CUST-BD-00411,Tanvir Chowdhury,43,Male,VIP-Platinum,Regular,Khulna,Bagerhat,24,1593255.62
CUST-BD-02162,Hasan Khan,37,Male,High-Value,Loyal,Barisal,Patuakhali,18,339642.22
CUST-BD-00053,Noman Majumder,26,Male,Moderate-Spender,Regular,Dhaka,Gazipur,19,30083.96
