Transaction_ID,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Segment,Customer_Type,Division,District,Transaction_Date,Year,Month,Month_Name,Quarter,Week_Number,Day_of_Week,Season,Business_Category,Business_Sub_Category,Business_Type,Employee_Count,Annual_Revenue_BDT,Product_Name,Quantity,Unit_Price_BDT,Gross_Amount_BDT,Discount_Percent,Discount_Amount_BDT,Net_Amount_BDT,Profit_Margin_Percent,Profit_Amount_BDT,Payment_Method,Order_Channel,Delivery_Days,Delivery_Status,Is_Returned,Return_Reason,Purchase_Frequency_Monthly,Days_Since_Last_Purchase,Customer_Lifetime_Value_BDT,Marketing_Channel,Campaign_Type,Stock_Level,Customer_Satisfaction_Score
TXN-BD-001133,CUST-BD-03656,Karim Chowdhury,39,Male,Moderate-Spender,Loyal,Rajshahi,Natore,2024-12-31,2024,12,December,Q4,1,Tuesday,Year-End & Winter Sale,Agriculture,Fish Farm,SME,13,8993249.99,Irrigation Pump,2,48054.97,96109.94,13.58,13051.73,83058.21,8.85,7350.65,Cash,Phone Order,7,On-Time,No,,22,102,60622.24,SMS Marketing,Pohela Boishakh Sale,High,4.0
TXN-BD-001134,CUST-BD-00912,Milon Ahmed,37,Male,Moderate-Spender,Regular,Sylhet,Sunamganj,2023-12-09,2023,12,December,Q4,49,Saturday,Year-End & Winter Sale,Retail,Convenience Store,Large Enterprise,1265,3633965619.2,Personal Care,1,2453.91,2453.91,11.71,287.35,2166.56,3.79,82.11,Cash,In-Store,0,In-Store Pickup,No,,11,67,46376.67,Influencer,,Medium,2.6
TXN-BD-001135,CUST-BD-04442,Jahangir Khan,37,Male,Moderate-Spender,Regular,Rangpur,Kurigram,2023-06-08,2023,6,June,Q2,23,Thursday,Rainy Season,Real Estate,Housing Developer,Startup,23,78077633.96,Commercial Space,1,1735266.79,1735266.79,12.68,220031.83,1515234.96,30.85,467449.99,Cash,Mobile App,0,Delayed,No,,16,149,38368.28,Email,New Customer Offer,High,3.9
TXN-BD-001136,CUST-BD-03831,Sadia Mondal,32,Female,High-Value,Regular,Khulna,Satkhira,2021-11-22,2021,11,November,Q4,47,Monday,Year-End & Winter Sale,Transportation,Ride Sharing,SME,45,81988691.47,Freight Booking,1,4836.4,4836.4,15.84,766.09,4070.31,16.32,664.27,Visa Card,Online Website,8,On-Time,No,,15,67,415433.34,SMS Marketing,Seasonal Discount,Medium,4.6
TXN-BD-001137,CUST-BD-03238,Popy Banik,19,Female,Moderate-Spender,Regular,Chittagong,Feni,2024-10-09,2024,10,October,Q4,41,Wednesday,Regular Season,Electronics,Computer Store,Startup,25,39768016.28,Refrigerator,1,34707.48,34707.48,21.31,7396.16,27311.32,12.81,3498.58,Nagad,In-Store,0,In-Store Pickup,No,,1,152,59019.61,Social Media,Seasonal Discount,Out-of-Stock,2.5
TXN-BD-001138,CUST-BD-04153,Shahid Akter,36,Male,Low-Engagement,Regular,Khulna,Bagerhat,2021-10-15,2021,10,October,Q4,41,Friday,Regular Season,Education,Vocational Training,Large Enterprise,4864,5868315104.82,Admission Fee,2,5059.05,10118.1,18.52,1873.87,8244.23,44.67,3682.7,Rocket,Facebook/Social Media,2,On-Time,No,,5,76,12836.69,Referral,Eid Festival Sale,High,4.9
TXN-BD-001139,CUST-BD-03053,Munni Banik,31,Female,Low-Engagement,Loyal,Rangpur,Lalmonirhat,2024-10-14,2024,10,October,Q4,42,Monday,Regular Season,IT Services,Software Company,SME,12,30517036.93,Software License,1,76009.73,76009.73,9.92,7540.17,68469.56,51.99,35597.32,Visa Card,Phone Order,5,On-Time,No,,23,313,11015.19,Social Media,,Medium,3.7
TXN-BD-001140,CUST-BD-03446,Tania Biswas,21,Female,Moderate-Spender,Loyal,Chittagong,Chittagong,2021-11-16,2021,11,November,Q4,46,Tuesday,Year-End & Winter Sale,Agriculture,Fertilizer Dealer,Social Enterprise,64,57580569.45,Pesticide,2,15236.24,30472.48,3.24,987.31,29485.17,10.28,3031.08,Cheque,Online Website,1,Delayed,No,,14,187,70791.06,Influencer,New Customer Offer,Out-of-Stock,2.7
TXN-BD-001141,CUST-BD-03712,Milon Das,19,Male,High-Value,Loyal,Khulna,Satkhira,2023-09-18,2023,9,September,Q3,38,Monday,Post-Eid Regular,Education,University,Social Enterprise,74,73401552.32,Certificate Program,3,6458.54,19375.62,22.19,4299.45,15076.17,36.06,5436.47,Cheque,Online Website,12,On-Time,No,,24,357,265332.66,Word of Mouth,Loyalty Reward,Medium,4.8
TXN-BD-001142,CUST-BD-02696,Kamrul Ghosh,52,Male,Low-Engagement,Regular,Chittagong,Chandpur,2024-08-08,2024,8,August,Q3,32,Thursday,Eid-ul-Adha Season,Banking & Finance,Bank,Large Enterprise,3970,23890925475.66,Loan Disbursement,1,249630.68,249630.68,10.1,25212.7,224417.98,22.21,49843.23,Nagad,Facebook/Social Media,8,On-Time,No,,6,30,19908.73,Social Media,Pohela Boishakh Sale,High,4.3
TXN-BD-001143,CUST-BD-00870,Belal Banik,59,Male,High-Value,Regular,Rangpur,Kurigram,2023-10-29,2023,10,October,Q4,43,Sunday,Regular Season,Real Estate,Commercial Space,Large Enterprise,4006,35507408992.22,Parking Space,1,5680094.89,5680094.89,5.73,325469.44,5354625.45,15.47,828360.56,Nexus Card,Mobile App,1,Delayed,No,,5,265,178221.15,Social Media,,Medium,3.8
TXN-BD-001144,CUST-BD-00519,Bristy Islam,36,Female,Low-Engagement,Loyal,Sylhet,Sunamganj,2022-11-26,2022,11,November,Q4,47,Saturday,Year-End & Winter Sale,Education,Coaching Center,Large Enterprise,1686,1309367921.23,Monthly Tuition,1,52209.66,52209.66,6.05,3158.68,49050.98,49.64,24348.91,Nagad,In-Store,0,In-Store Pickup,No,,18,260,18130.56,SMS Marketing,Pohela Boishakh Sale,High,4.1
TXN-BD-001145,CUST-BD-03865,Jamal Das,30,Male,Moderate-Spender,Regular,Khulna,Chuadanga,2022-02-02,2022,2,February,Q1,5,Wednesday,Winter Season,Telecom,Recharge Shop,Social Enterprise,27,43482399.15,SIM Card,1,4196.73,4196.73,3.21,134.72,4062.01,28.64,1163.36,Rocket,Mobile App,14,On-Time,No,,22,207,24967.9,Word of Mouth,,High,4.4
TXN-BD-001146,CUST-BD-01159,Hussain Akter,46,Male,High-Value,Regular,Khulna,Jessore,2023-03-06,2023,3,March,Q1,10,Monday,Pohela Boishakh Period,Garments & RMG,Knit Factory,SME,29,25691637.43,Polo Shirt,1,8855.89,8855.89,11.29,999.83,7856.06,17.64,1385.81,bKash,In-Store,0,In-Store Pickup,No,,13,42,90701.16,SMS Marketing,Ramadan Special,High,3.5
TXN-BD-001147,CUST-BD-00566,Muntasir Hossain,30,Male,Moderate-Spender,New,Sylhet,Habiganj,2024-02-03,2024,2,February,Q1,5,Saturday,Winter Season,Retail,Departmental Store,SME,30,37204847.5,Stationery,1,1566.11,1566.11,6.54,102.42,1463.69,9.05,132.46,Rocket,In-Store,0,In-Store Pickup,No,,23,272,30073.36,SMS Marketing,,Low,4.2
TXN-BD-001148,CUST-BD-04654,Nadia Ghosh,42,Female,Moderate-Spender,Regular,Sylhet,Sunamganj,2021-10-17,2021,10,October,Q4,41,Sunday,Regular Season,Electronics,Mobile Shop,SME,43,42569420.81,AC Unit,1,15396.11,15396.11,8.39,1291.73,14104.38,7.97,1124.12,Cash,Online Website,10,Delayed,No,,2,48,39311.5,Newspaper,,Low,2.6
TXN-BD-001149,CUST-BD-02436,Anwar Talukder,30,Male,Moderate-Spender,Regular,Chittagong,Cox's Bazar,2022-02-21,2022,2,February,Q1,8,Monday,Winter Season,IT Services,Digital Marketing,Large Enterprise,2712,8482690794.48,Graphic Design,1,21429.93,21429.93,10.09,2162.28,19267.65,36.4,7013.42,Cheque,Agent/Reseller,6,Returned,Yes,Better Price Found,7,81,30122.89,Social Media,Flash Sale,Medium,2.6
TXN-BD-001150,CUST-BD-03867,Popy Sikder,38,Female,Moderate-Spender,Reactivated,Dhaka,Munshiganj,2024-08-05,2024,8,August,Q3,32,Monday,Eid-ul-Adha Season,Electronics,Mobile Shop,Large Enterprise,2372,6311549763.52,Smartphone,1,118796.79,118796.79,12.56,14920.88,103875.91,13.47,13992.09,bKash,Online Website,3,On-Time,No,,5,156,40965.56,Social Media,Referral Bonus,Low,4.9
TXN-BD-001151,CUST-BD-01362,Anwar Majumder,41,Male,VIP-Platinum,Loyal,Chittagong,Comilla,2022-12-02,2022,12,December,Q4,48,Friday,Year-End & Winter Sale,Telecom,ISP,Large Enterprise,4165,17683613639.74,Data Package,1,2293.25,2293.25,35.47,813.42,1479.83,42.21,624.64,MasterCard,In-Store,0,In-Store Pickup,No,,8,84,1646553.95,Email,Ramadan Special,Medium,4.4
TXN-BD-001152,CUST-BD-00382,Riya Molla,27,Female,Low-Engagement,Churned-Risk,Barisal,Barisal,2021-11-22,2021,11,November,Q4,47,Monday,Year-End & Winter Sale,Banking & Finance,Insurance,MNC,2895,50348604179.79,FDR,9,180293.57,1622642.13,0.96,15577.36,1607064.77,23.59,379106.58,bKash,Facebook/Social Media,5,On-Time,No,,5,9,1416.35,Influencer,,High,4.2
TXN-BD-001153,CUST-BD-04048,Mou Saha,68,Female,VIP-Platinum,Reactivated,Rajshahi,Bogura,2023-11-07,2023,11,November,Q4,45,Tuesday,Year-End & Winter Sale,Garments & RMG,Accessories Supplier,SME,6,5344366.47,Jeans (Export),2,394.96,789.92,21.49,169.75,620.17,22.5,139.54,Nagad,In-Store,0,In-Store Pickup,No,,23,4,871421.22,SMS Marketing,,High,3.3
TXN-BD-001154,CUST-BD-03969,Munni Hossain,59,Female,VIP-Platinum,New,Barisal,Patuakhali,2022-11-09,2022,11,November,Q4,45,Wednesday,Year-End & Winter Sale,Agriculture,Seed Company,MNC,4159,10581683185.4,Hybrid Rice Seeds,4,13581.41,54325.64,39.6,21512.95,32812.69,11.93,3914.55,Visa Card,WhatsApp Order,5,Delayed,No,,18,125,1593973.58,Social Media,Loyalty Reward,High,3.5
TXN-BD-001155,CUST-BD-00325,Mitu Bhuiyan,22,Female,Low-Engagement,New,Sylhet,Moulvibazar,2022-11-08,2022,11,November,Q4,45,Tuesday,Year-End & Winter Sale,Banking & Finance,MFI,Large Enterprise,3878,22411736673.28,Remittance,1,40569.42,40569.42,7.71,3127.9,37441.52,22.48,8416.85,Visa Card,WhatsApp Order,9,On-Time,No,,8,135,3778.63,Social Media,,Low,4.2
TXN-BD-001156,CUST-BD-00963,Jannatul Rahman,37,Female,Moderate-Spender,Loyal,Chittagong,Chittagong,2021-01-13,2021,1,January,Q1,2,Wednesday,Winter Season,IT Services,Digital Marketing,Large Enterprise,3978,11002221463.39,Data Entry,1,273978.77,273978.77,21.75,59590.38,214388.39,41.28,88499.53,Cheque,In-Store,0,In-Store Pickup,No,,19,274,10860.2,Newspaper,Eid Festival Sale,Medium,2.8
TXN-BD-001157,CUST-BD-04524,Lamiya Banik,59,Female,VIP-Platinum,Regular,Rangpur,Dinajpur,2022-04-27,2022,4,April,Q2,17,Wednesday,Eid-ul-Fitr Season,Banking & Finance,Investment Firm,Startup,2,2654578.08,Mobile Banking,1,106470.6,106470.6,26.54,28257.3,78213.3,23.43,18325.38,Nagad,Phone Order,14,On-Time,No,,1,280,898417.34,Influencer,Flash Sale,Medium,5.0
TXN-BD-001158,CUST-BD-03878,Siam Banik,37,Male,Moderate-Spender,Regular,Rangpur,Gaibandha,2023-07-31,2023,7,July,Q3,31,Monday,Rainy Season,Transportation,Courier Service,SME,8,12322246.66,Ride Fare,2,6526.4,13052.8,11.36,1482.8,11570.0,23.0,2661.1,bKash,Phone Order,4,On-Time,No,,6,105,37529.69,Word of Mouth,Referral Bonus,High,4.8
TXN-BD-001159,CUST-BD-04107,Rifat Bhuiyan,31,Male,Moderate-Spender,Loyal,Rajshahi,Bogura,2021-11-26,2021,11,November,Q4,47,Friday,Year-End & Winter Sale,Fashion & Apparel,Footwear,SME,30,40585376.31,Shoes,5,9787.39,48936.95,12.14,5940.95,42996.0,37.77,16239.59,bKash,In-Store,0,In-Store Pickup,No,,19,306,74429.8,Email,,Medium,4.3
TXN-BD-001160,CUST-BD-01259,Mithila Akter,26,Female,Low-Engagement,Loyal,Sylhet,Habiganj,2023-04-06,2023,4,April,Q2,14,Thursday,Eid-ul-Fitr Season,Food & Beverage,Tea Stall,Startup,23,19373450.0,Pastry,1,669.51,669.51,15.32,102.57,566.94,16.64,94.34,Cash,In-Store,0,In-Store Pickup,No,,11,359,13947.41,SMS Marketing,Referral Bonus,Medium,3.6
TXN-BD-001161,CUST-BD-04352,Tanvir Chowdhury,35,Male,Low-Engagement,Regular,Rajshahi,Sirajganj,2023-06-24,2023,6,June,Q2,25,Saturday,Rainy Season,Telecom,ISP,SME,27,109611936.3,Data Package,1,2534.44,2534.44,2.23,56.52,2477.92,33.13,820.93,Cash,Facebook/Social Media,2,On-Time,No,,15,95,9287.14,TV Advertisement,,Medium,3.7
TXN-BD-001162,CUST-BD-00627,Mamun Das,23,Male,High-Value,Loyal,Sylhet,Sylhet,2022-05-16,2022,5,May,Q2,20,Monday,Regular Season,Retail,Departmental Store,Large Enterprise,4411,19628450152.35,Stationery,5,3862.24,19311.2,9.16,1768.91,17542.29,4.63,812.21,Nagad,Mobile App,12,On-Time,No,,14,31,394445.76,SMS Marketing,Loyalty Reward,High,4.7
TXN-BD-001163,CUST-BD-00283,Rahela Akter,54,Female,Moderate-Spender,Churned-Risk,Khulna,Chuadanga,2021-06-08,2021,6,June,Q2,23,Tuesday,Rainy Season,Retail,Supermarket,SME,26,29224085.66,Rice (kg),1,3925.83,3925.83,15.26,599.08,3326.75,3.8,126.42,Nagad,Online Website,5,On-Time,No,,11,33,49445.69,SMS Marketing,Loyalty Reward,High,5.0
TXN-BD-001164,CUST-BD-00622,Shamima Khan,40,Female,Low-Engagement,Churned-Risk,Dhaka,Narsingdi,2022-10-24,2022,10,October,Q4,43,Monday,Regular Season,Retail,Supermarket,Startup,5,3611179.48,Lentils (kg),3,3402.64,10207.92,1.67,170.47,10037.45,9.04,907.39,Visa Card,Agent/Reseller,0,Returned,Yes,Wrong Item Delivered,11,29,19033.21,SMS Marketing,,Low,1.4
TXN-BD-001165,CUST-BD-04038,Jannatul Ahmed,32,Female,Moderate-Spender,Regular,Sylhet,Habiganj,2024-04-21,2024,4,April,Q2,16,Sunday,Eid-ul-Fitr Season,Telecom,Mobile Operator,SME,33,70446970.65,SIM Card,2,1688.04,3376.08,24.36,822.41,2553.67,40.01,1021.72,Cash,Online Website,4,On-Time,No,,5,254,29871.03,Email,Pohela Boishakh Sale,Low,3.7
TXN-BD-001166,CUST-BD-01962,Rahela Das,38,Female,Low-Engagement,Loyal,Rangpur,Kurigram,2022-10-14,2022,10,October,Q4,41,Friday,Regular Season,Education,Coaching Center,SME,41,41123452.52,Admission Fee,5,36542.34,182711.7,11.92,21779.23,160932.47,48.58,78180.99,bKash,Phone Order,6,Delayed,No,,20,29,11714.39,Word of Mouth,Eid Festival Sale,Medium,3.2
TXN-BD-001167,CUST-BD-04729,Sazzad Islam,54,Male,Moderate-Spender,New,Barisal,Patuakhali,2022-12-26,2022,12,December,Q4,52,Monday,Year-End & Winter Sale,Fashion & Apparel,Readymade Clothing,Startup,25,22125110.12,Jeans,1,5840.63,5840.63,22.56,1317.65,4522.98,36.52,1651.79,bKash,Online Website,14,On-Time,No,,17,324,50362.61,Social Media,Ramadan Special,High,4.4
TXN-BD-001168,CUST-BD-03893,Jahangir Sheikh,25,Male,Low-Engagement,Regular,Mymensingh,Mymensingh,2024-10-03,2024,10,October,Q4,40,Thursday,Regular Season,Healthcare,Clinic,Large Enterprise,4245,7093862498.83,Antacid,1,41022.2,41022.2,9.82,4028.38,36993.82,23.85,8823.03,bKash,Online Website,14,On-Time,No,,16,364,10531.66,Influencer,,High,4.8
TXN-BD-001169,CUST-BD-02859,Jamal Khan,49,Male,Moderate-Spender,Churned-Risk,Dhaka,Munshiganj,2023-03-10,2023,3,March,Q1,10,Friday,Pohela Boishakh Period,E-Commerce,D2C Brand,MNC,6153,29534837077.54,Electronics,2,12432.47,24864.94,7.08,1760.44,23104.5,10.45,2414.42,bKash,In-Store,0,In-Store Pickup,No,,8,334,43529.07,Social Media,,Medium,4.4
TXN-BD-001170,CUST-BD-02681,Laboni Roy,43,Female,Moderate-Spender,Regular,Rangpur,Kurigram,2024-02-24,2024,2,February,Q1,8,Saturday,Winter Season,Banking & Finance,Investment Firm,MNC,522,6528898192.41,Credit Card,8,133604.62,1068836.96,19.17,204896.05,863940.91,27.44,237065.39,Nagad,In-Store,0,In-Store Pickup,No,,21,87,15764.81,Email,Eid Festival Sale,High,4.0
TXN-BD-001171,CUST-BD-00881,Bristy Talukder,65,Female,Low-Engagement,Reactivated,Mymensingh,Netrokona,2023-03-30,2023,3,March,Q1,13,Thursday,Pohela Boishakh Period,Banking & Finance,MFI,SME,43,174670514.99,Loan Disbursement,1,315788.87,315788.87,4.56,14399.97,301388.9,42.0,126583.34,Cash,In-Store,0,In-Store Pickup,No,,23,93,12751.49,SMS Marketing,Seasonal Discount,High,4.3
TXN-BD-001172,CUST-BD-04370,Meghla Hawlader,37,Female,Moderate-Spender,Regular,Khulna,Bagerhat,2024-03-21,2024,3,March,Q1,12,Thursday,Pohela Boishakh Period,Agriculture,Seed Company,Startup,16,8270400.65,Fish Feed,1,19905.1,19905.1,24.17,4811.06,15094.04,15.77,2380.33,Cash,Facebook/Social Media,0,On-Time,No,,22,345,34759.49,Social Media,Loyalty Reward,Low,5.0
TXN-BD-001173,CUST-BD-04297,Sumaiya Akter,22,Female,Moderate-Spender,Churned-Risk,Rajshahi,Sirajganj,2024-07-05,2024,7,July,Q3,27,Friday,Rainy Season,Telecom,Mobile Operator,Large Enterprise,4531,27806170272.31,Router,2,4189.91,8379.82,15.32,1283.79,7096.03,39.29,2788.03,Cash,Mobile App,14,Delayed,No,,9,27,43089.67,Social Media,Loyalty Reward,High,2.6
TXN-BD-001174,CUST-BD-03345,Kaniz Majumder,23,Female,Low-Engagement,New,Chittagong,Comilla,2024-05-26,2024,5,May,Q2,21,Sunday,Regular Season,Real Estate,Property Management,SME,16,41126595.4,Apartment (sq ft),1,3267932.79,3267932.79,13.33,435615.44,2832317.35,15.09,427396.69,Nexus Card,Phone Order,6,On-Time,Yes,Size Issue,21,81,19427.15,Word of Mouth,Seasonal Discount,Low,2.5
TXN-BD-001175,CUST-BD-02156,Shahid Banik,27,Male,Moderate-Spender,Regular,Rajshahi,Rajshahi,2023-11-02,2023,11,November,Q4,44,Thursday,Year-End & Winter Sale,IT Services,Web Development,Startup,8,9119253.02,Graphic Design,5,18772.26,93861.3,15.37,14426.48,79434.82,36.07,28652.14,Cash,In-Store,0,In-Store Pickup,No,,7,256,27845.09,Social Media,Ramadan Special,Medium,2.8
TXN-BD-001176,CUST-BD-01595,Jamal Nath,18,Male,VIP-Platinum,New,Barisal,Barisal,2024-03-13,2024,3,March,Q1,11,Wednesday,Pohela Boishakh Period,Real Estate,Land Broker,SME,7,35161080.66,Apartment (sq ft),1,1491901.11,1491901.11,13.48,201108.27,1290792.84,29.77,384269.03,bKash,Facebook/Social Media,8,Returned,Yes,Quality Not As Expected,3,163,1594317.66,SMS Marketing,New Customer Offer,High,1.7
TXN-BD-001177,CUST-BD-00986,Sazzad Bhuiyan,21,Male,High-Value,Regular,Chittagong,Comilla,2021-04-04,2021,4,April,Q2,13,Sunday,Eid-ul-Fitr Season,Fashion & Apparel,Readymade Clothing,SME,33,53521203.31,Jeans,1,12149.24,12149.24,27.82,3379.92,8769.32,30.74,2695.69,Cash,Online Website,5,Returned,Yes,Damaged in Transit,17,264,455664.13,Word of Mouth,Ramadan Special,High,1.5
TXN-BD-001178,CUST-BD-00881,Bristy Talukder,65,Female,Low-Engagement,Reactivated,Mymensingh,Netrokona,2022-03-30,2022,3,March,Q1,13,Wednesday,Pohela Boishakh Period,IT Services,Freelancing Agency,SME,8,7426443.06,Web Development,1,91188.95,91188.95,16.14,14717.9,76471.05,44.16,33769.62,MasterCard,In-Store,0,In-Store Pickup,No,,23,253,12751.49,SMS Marketing,Pohela Boishakh Sale,Medium,3.2
TXN-BD-001179,CUST-BD-04877,Hussain Das,18,Male,Low-Engagement,Regular,Chittagong,Chandpur,2022-10-04,2022,10,October,Q4,40,Tuesday,Regular Season,Real Estate,Property Management,Large Enterprise,3774,22969316133.99,Apartment (sq ft),1,3941419.67,3941419.67,8.48,334232.39,3607187.28,38.45,1386963.51,bKash,Facebook/Social Media,10,Delayed,No,,16,62,15877.3,Newspaper,Flash Sale,Low,3.3
TXN-BD-001180,CUST-BD-01869,Rafi Begum,21,Male,High-Value,New,Chittagong,Chandpur,2024-07-19,2024,7,July,Q3,29,Friday,Rainy Season,Healthcare,Pharmacy,SME,45,98377454.12,Ultrasound,5,34097.04,170485.2,16.46,28061.86,142423.34,33.13,47184.85,Cash,Mobile App,11,Delayed,No,,24,260,415511.7,Social Media,Eid Festival Sale,Out-of-Stock,2.7
TXN-BD-001181,CUST-BD-03692,Mahabub Nath,45,Male,Low-Engagement,Loyal,Rangpur,Lalmonirhat,2021-06-25,2021,6,June,Q2,25,Friday,Rainy Season,IT Services,Freelancing Agency,Startup,27,18587831.61,Software License,1,473480.68,473480.68,9.52,45075.36,428405.32,41.95,179716.03,Cash,Online Website,8,On-Time,No,,15,82,15657.48,Social Media,,Medium,4.9
TXN-BD-001182,CUST-BD-01500,Nadia Chowdhury,42,Female,Moderate-Spender,Regular,Mymensingh,Netrokona,2023-05-09,2023,5,May,Q2,19,Tuesday,Regular Season,Electronics,Computer Store,Social Enterprise,44,50504350.85,Charger,1,42196.66,42196.66,14.0,5907.53,36289.13,15.32,5559.49,MasterCard,Mobile App,1,On-Time,No,,18,350,76600.5,Social Media,Ramadan Special,High,4.2
TXN-BD-001183,CUST-BD-04259,Rupa Ahmed,33,Female,Low-Engagement,Churned-Risk,Chittagong,Chandpur,2022-05-21,2022,5,May,Q2,20,Saturday,Regular Season,Healthcare,Pharmacy,Large Enterprise,1694,4763238376.07,MRI Scan,4,5334.01,21336.04,0.61,130.15,21205.89,24.35,5163.63,Upay,Online Website,10,On-Time,No,,22,202,10061.56,Social Media,,High,3.7
TXN-BD-001184,CUST-BD-00739,Mitu Mia,54,Female,Moderate-Spender,Loyal,Barisal,Patuakhali,2024-05-03,2024,5,May,Q2,18,Friday,Regular Season,Garments & RMG,Accessories Supplier,SME,46,50785056.24,Jeans (Export),1,5637.06,5637.06,19.93,1123.47,4513.59,13.29,599.86,Visa Card,Online Website,10,On-Time,No,,4,220,64528.27,Social Media,Pohela Boishakh Sale,High,4.4
TXN-BD-001185,CUST-BD-03200,Jahangir Bhuiyan,40,Male,High-Value,Regular,Rajshahi,Sirajganj,2021-09-27,2021,9,September,Q3,39,Monday,Post-Eid Regular,Electronics,Mobile Shop,SME,12,8389894.88,Refrigerator,1,19293.4,19293.4,9.51,1834.8,17458.6,11.84,2067.1,Rocket,Online Website,4,On-Time,No,,8,278,464415.44,Word of Mouth,Eid Festival Sale,Medium,4.1
TXN-BD-001186,CUST-BD-03697,Anika Sikder,28,Female,Moderate-Spender,Regular,Rajshahi,Pabna,2022-05-28,2022,5,May,Q2,21,Saturday,Regular Season,Retail,Departmental Store,SME,10,17151063.94,Sugar (kg),2,3744.66,7489.32,5.89,441.12,7048.2,7.98,562.45,Cheque,In-Store,0,In-Store Pickup,No,,19,328,20175.0,TV Advertisement,,Medium,3.4
TXN-BD-001187,CUST-BD-00681,Farhan Ghosh,43,Male,Low-Engagement,Churned-Risk,Dhaka,Narayanganj,2022-09-09,2022,9,September,Q3,36,Friday,Post-Eid Regular,E-Commerce,Social Commerce,SME,47,87492118.83,Beauty Products,2,57020.33,114040.66,9.82,11198.79,102841.87,16.93,17411.13,Cash,Mobile App,11,Cancelled,No,,10,249,13556.75,Referral,,High,3.4
TXN-BD-001188,CUST-BD-01864,Hasan Akter,18,Male,Moderate-Spender,New,Khulna,Satkhira,2021-12-28,2021,12,December,Q4,52,Tuesday,Year-End & Winter Sale,Fashion & Apparel,Accessories,Startup,27,14985407.87,Saree,3,3205.68,9617.04,7.37,708.78,8908.26,42.54,3789.57,Nagad,Facebook/Social Media,4,On-Time,No,,19,252,32281.82,Social Media,,Medium,3.9
TXN-BD-001189,CUST-BD-02995,Arif Mia,23,Male,Moderate-Spender,Churned-Risk,Dhaka,Narsingdi,2022-01-20,2022,1,January,Q1,3,Thursday,Winter Season,Fashion & Apparel,Footwear,Social Enterprise,67,16816955.19,Hijab,1,16102.99,16102.99,11.88,1913.04,14189.95,33.06,4691.2,Cash,In-Store,0,In-Store Pickup,No,,24,279,29738.89,Social Media,,Low,2.8
TXN-BD-001190,CUST-BD-02349,Rahela Khan,43,Female,Low-Engagement,Churned-Risk,Khulna,Bagerhat,2021-07-09,2021,7,July,Q3,27,Friday,Rainy Season,Telecom,Recharge Shop,Large Enterprise,838,2062931492.2,Router,2,3358.47,6716.94,1.85,124.26,6592.68,48.64,3206.68,Cash,Online Website,13,On-Time,No,,21,337,15312.0,Word of Mouth,,High,4.4
TXN-BD-001191,CUST-BD-00723,Jahangir Banik,18,Male,High-Value,New,Dhaka,Manikganj,2023-01-31,2023,1,January,Q1,5,Tuesday,Winter Season,Healthcare,Clinic,MNC,15881,83706767898.94,Antibiotics,2,3896.74,7793.48,6.07,473.06,7320.42,15.87,1161.75,Visa Card,In-Store,0,In-Store Pickup,No,,22,247,103184.2,TV Advertisement,Eid Festival Sale,Medium,3.3
TXN-BD-001192,CUST-BD-02790,Rupa Mondal,37,Female,Moderate-Spender,Regular,Rangpur,Rangpur,2022-10-18,2022,10,October,Q4,42,Tuesday,Regular Season,Food & Beverage,Tea Stall,SME,41,65418947.08,Cake,2,1191.56,2383.12,3.18,75.78,2307.34,30.06,693.59,bKash,In-Store,0,In-Store Pickup,No,,23,152,48761.03,SMS Marketing,Loyalty Reward,High,3.3
TXN-BD-001193,CUST-BD-03463,Popy Sheikh,36,Female,High-Value,Churned-Risk,Khulna,Jessore,2024-10-30,2024,10,October,Q4,44,Wednesday,Regular Season,Education,Coaching Center,SME,19,11384222.33,Online Course,3,24714.67,74144.01,11.34,8407.93,65736.08,27.52,18090.57,Visa Card,Online Website,8,On-Time,No,,21,351,452447.21,SMS Marketing,,Medium,3.5
TXN-BD-001194,CUST-BD-02513,Naim Khan,41,Male,Low-Engagement,Regular,Barisal,Bhola,2023-06-19,2023,6,June,Q2,25,Monday,Rainy Season,Fashion & Apparel,Footwear,SME,7,14269278.97,Panjabi,1,5779.21,5779.21,2.82,162.97,5616.24,28.57,1604.56,bKash,In-Store,0,In-Store Pickup,Yes,Product Defective,16,32,2793.09,SMS Marketing,,Out-of-Stock,2.6
TXN-BD-001195,CUST-BD-04491,Sabbir Saha,39,Male,Moderate-Spender,Regular,Chittagong,Noakhali,2024-12-01,2024,12,December,Q4,48,Sunday,Year-End & Winter Sale,Retail,Supermarket,SME,28,23371809.82,Snacks,1,3097.23,3097.23,3.22,99.73,2997.5,14.48,434.04,Bank Transfer,In-Store,0,In-Store Pickup,No,,7,306,51917.28,Social Media,,Out-of-Stock,3.5
TXN-BD-001196,CUST-BD-01014,Jahangir Paul,26,Male,Low-Engagement,Regular,Mymensingh,Mymensingh,2021-10-04,2021,10,October,Q4,40,Monday,Regular Season,Real Estate,Land Broker,Large Enterprise,4967,21291936089.93,Commercial Space,1,4130254.82,4130254.82,1.61,66497.1,4063757.72,28.83,1171581.35,bKash,Phone Order,12,On-Time,No,,21,275,16893.52,Social Media,New Customer Offer,Low,4.1
